,TransactionTrend,Account,FamilyMembers,Gender,long,Name,AvgMonthlySpending,merchantId,CreditScore,merchantType,Age,lat,amount,BalanceAmount,PreviousDaySpending,accountType,CreditLimit,accountNumber,transactionId,IncomeCategory,name,NrOfDebCards,Tel,CrmSegment,ShortTermCredit,NrOfCredCards,feature_1
875,IncInc,230011037,5,F,19.1347594,Csonka Kende,347948,1021,XL,ruházat,63,47.5024646,16223,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376561,XL,TomTailor ÁR,2,3680177004,Pension,Y,3,0.0
737,IncInc,230010820,3,F,19.1347594,Major Mátyás,215156,1021,XS,ruházat,38,47.5024646,5064,506306,86599,DINERS,680000,5795 3955 2618 3067,5382376423,S,TomTailor ÁR,1,3680511077,Young,Y,0,0.0
422,Inact,230011048,5,F,19.1347594,Hajdu Vilmos,928247,1021,L,ruházat,35,47.5024646,8503,174213,122792,MAESTRO,820000,2743 3055 1577 3258,5382376108,XS,TomTailor ÁR,3,3680845545,NoTrans,N,2,1.0
71,Inc,230011021,1,F,19.1347594,Nagy Balázs,644353,1021,S,ruházat,73,47.5024646,7683,264354,117770,AMEX,850000,1778 3425 5474 0907,5382375757,S,TomTailor ÁR,3,3680397420,NoTrans,N,1,0.0
1311,DecDec,230010868,1,F,19.1347594,Bogdán András,472716,1021,NO,ruházat,65,47.5024646,26074,476439,178520,AMEX,880000,9387 2321 1016 9550,5382376997,L,TomTailor ÁR,2,3680717113,NoTrans,Y,1,0.0
1904,DecDec,230010868,1,F,19.1347594,Bogdán András,472716,1021,NO,ruházat,65,47.5024646,16192,476439,178520,MASTERCARD,880000,6898 3614 8554 3475,5382377590,L,TomTailor ÁR,2,3680717113,NoTrans,Y,1,0.0
756,Inc,230010787,5,N,19.1347594,Szekeres Mira,620225,1021,S,ruházat,32,47.5024646,22153,492373,19532,MASTERCARD,820000,7383 3644 1248 4331,5382376442,XL,TomTailor ÁR,2,3680740817,Pension,N,1,0.0
196,DecDec,230010723,4,F,19.1347594,Biró Mihály,489029,1021,S,ruházat,38,47.5024646,11898,234633,307142,AMEX,930000,7435 3335 5842 6708,5382375882,XXL,TomTailor ÁR,3,3680365125,CreditAct,N,1,0.0
1624,DecDec,230010723,4,F,19.1347594,Biró Mihály,489029,1021,S,ruházat,38,47.5024646,19342,234633,307142,DINERS,930000,4843 2169 9053 2460,5382377310,XXL,TomTailor ÁR,3,3680365125,CreditAct,N,1,0.0
2051,Inact,230010874,1,F,19.1347594,Dudás Ármin,652645,1021,NO,ruházat,66,47.5024646,20769,689063,75679,JCB,560000,8612 3215 6464 8740,5382377737,S,TomTailor ÁR,2,3680499008,CreditAct,Y,1,0.0
368,Inact,230011051,5,N,19.1347594,Lukács Júlia,847195,1021,XL,ruházat,46,47.5024646,26910,200105,261187,JCB,1100000,0394 4732 2091 9798,5382376054,L,TomTailor ÁR,1,3680744801,Young,Y,1,0.0
1713,IncInc,230011010,5,N,19.1347594,Bogdán Jázmin,611539,1021,NO,ruházat,54,47.5024646,8411,348426,151035,DINERS,540000,6342 9061 0126 0463,5382377399,XXL,TomTailor ÁR,3,3680330766,Young,N,1,0.0
209,DecDec,230011076,1,F,19.1347594,Virág Botond,793265,1021,L,ruházat,38,47.5024646,17481,257045,215309,VISA,1050000,6946 8829 7386 4592,5382375895,XS,TomTailor ÁR,1,3680151436,CreditAct,Y,2,0.0
62,Inc,230010752,3,F,19.1347594,Kovács István,895618,1021,S,ruházat,56,47.5024646,8383,595478,297913,VISA,1130000,0001 6619 8859 1663,5382375748,XL,TomTailor ÁR,2,3680401323,Young,Y,0,0.0
469,IncInc,230010736,1,N,19.1347594,Mezei Alíz,773824,1021,NO,ruházat,60,47.5024646,15500,479726,241041,MASTERCARD,110000,4815 6378 6315 9098,5382376155,XXL,TomTailor ÁR,3,3680545034,CreditAct,N,0,0.0
2211,DecDec,230011035,5,N,19.1347594,László Viktória,967061,1021,M,ruházat,41,47.5024646,10908,275409,180893,JCB,210000,8046 8943 8073 9211,5382377897,L,TomTailor ÁR,3,3680628172,Pension,N,1,0.0
2212,DecDec,230011035,5,N,19.1347594,László Viktória,967061,1021,M,ruházat,41,47.5024646,8790,275409,180893,JCB,210000,8046 8943 8073 9211,5382377898,L,TomTailor ÁR,3,3680628172,Pension,N,1,1.0
1942,Inc,230010784,5,F,19.1347594,Veres Zsolt,794611,1021,S,ruházat,36,47.5024646,18038,589512,316904,AMEX,710000,6418 5919 6915 0550,5382377628,L,TomTailor ÁR,3,3680803731,Young,Y,0,0.0
253,Inc,230011003,1,N,19.1347594,Jakab Emese,54048,1021,NO,ruházat,61,47.5024646,24085,209954,137514,JCB,360000,5368 4117 2701 0884,5382375939,L,TomTailor ÁR,3,3680389041,CreditAct,Y,1,0.0
466,Dec,230010999,4,F,19.1347594,Kozma Péter,160280,1021,XS,ruházat,26,47.5024646,24218,357035,162871,AMEX,760000,0255 6387 0996 7366,5382376152,M,TomTailor ÁR,3,3680682202,TransCredit,N,0,0.0
1195,DecDec,230011104,1,F,19.1347594,Dudás Márton,420925,1021,M,ruházat,52,47.5024646,17640,132940,196184,DINERS,820000,0295 1586 5023 7814,5382376881,L,TomTailor ÁR,1,3680823179,TransCredit,Y,1,0.0
1,Inc,230010992,5,N,19.1347594,Novák Alíz,752694,1021,NO,ruházat,65,47.5024646,22713,743646,146360,MAESTRO,810000,3421 0988 3869 7613,5382375687,L,TomTailor ÁR,2,3680601037,Young,Y,1,0.0
58,IncInc,230010864,5,F,19.1347594,Fábián Zsombor,588055,1021,XS,ruházat,63,47.5024646,14215,708966,284353,MAESTRO,950000,8119 3964 5750 1072,5382375744,XS,TomTailor ÁR,1,3680570653,TransCredit,Y,0,0.0
337,DecDec,230010807,3,N,19.1347594,Pap Lara,875606,1021,NO,ruházat,32,47.5024646,16754,693370,198754,DINERS,670000,8290 2326 2927 4450,5382376023,L,TomTailor ÁR,3,3680317963,NoTrans,Y,0,0.0
338,DecDec,230010807,3,N,19.1347594,Pap Lara,875606,1021,NO,ruházat,32,47.5024646,19632,693370,198754,DINERS,670000,8290 2326 2927 4450,5382376024,L,TomTailor ÁR,3,3680317963,NoTrans,Y,0,0.0
1488,DecDec,230010862,2,F,19.1347594,Vass Roland,937811,1021,NO,ruházat,50,47.5024646,12841,654643,186837,VISA,500000,9682 2531 4741 5035,5382377174,XS,TomTailor ÁR,2,3680732220,Pension,N,1,0.0
101,Inc,230010712,2,F,19.1347594,Barta Zoltán,130044,1021,NO,ruházat,39,47.5024646,5243,172763,138786,DINERS,350000,2024 2670 5804 2644,5382375787,L,TomTailor ÁR,1,3680557508,CreditAct,Y,0,0.0
1829,IncInc,230010919,1,F,19.1347594,Kis Milán,949427,1021,XS,ruházat,48,47.5024646,7005,624674,40911,DINERS,1100000,6329 3590 6869 9905,5382377515,XL,TomTailor ÁR,1,3680160491,NoTrans,N,1,0.0
1172,Stab,230010976,2,F,19.1347594,Váradi Márk,945838,1021,S,ruházat,75,47.5024646,21731,716527,111687,DINERS,240000,0209 0293 6710 3844,5382376858,XL,TomTailor ÁR,1,3680641718,TransCredit,N,1,0.0
2189,Dec,230010841,2,F,19.1019453,Kocsis Sándor,961840,1030,XS,egészség,47,47.5065185,17614,523018,163702,JCB,870000,1123 1078 2956 4714,5382377875,XS,Egressy Patika,3,3680362721,Young,N,1,0.0
2040,Inc,230010786,3,F,19.1019453,Székely Soma,336746,1030,S,egészség,76,47.5065185,38984,220812,292842,DINERS,950000,2535 6877 7636 9206,5382377726,M,Egressy Patika,1,3680554892,CreditAct,N,1,0.0
1249,Inc,230010786,3,F,19.1019453,Székely Soma,336746,1030,S,egészség,76,47.5065185,12356,220812,292842,DINERS,950000,2535 6877 7636 9206,5382376935,M,Egressy Patika,1,3680554892,CreditAct,N,1,0.0
1776,IncInc,230010995,1,F,19.1019453,Borbély Vince,321466,1030,S,egészség,22,47.5065185,7077,278104,160518,DINERS,1130000,1102 5539 2372 5628,5382377462,XL,Egressy Patika,1,3680429023,Young,Y,1,0.0
2255,Stab,230011000,3,F,19.1019453,Kerekes Alex,1008108,1030,XS,egészség,55,47.5065185,32873,728609,110827,AMEX,1020000,1485 0430 6715 7279,5382377941,XS,Egressy Patika,2,3680120842,NoTrans,Y,0,0.0
309,Inact,230011067,3,F,19.1019453,Bálint Ádám,707487,1030,XL,egészség,42,47.5065185,37953,148432,194143,VISA,1010000,4571 2394 7015 2088,5382375995,XS,Egressy Patika,2,3680672314,Young,Y,2,0.0
2167,DecDec,230010886,1,N,19.1019453,Budai Liza,286255,1030,NO,egészség,77,47.5065185,8843,249864,181318,AMEX,600000,7184 8453 3322 2124,5382377853,XL,Egressy Patika,1,3680877298,Pension,Y,0,0.0
2103,Stab,230010937,2,N,19.1019453,Kis Hanna,621378,1030,S,egészség,38,47.5065185,33880,533414,198572,JCB,560000,2628 3408 6537 6581,5382377789,XL,Egressy Patika,2,3680725706,CreditAct,Y,1,0.0
766,Inc,230011103,2,N,19.1019453,Orsós Alíz,299496,1030,M,egészség,20,47.5065185,9780,67209,58049,JCB,380000,8988 8878 4206 7564,5382376452,S,Egressy Patika,2,3680494786,Pension,Y,2,0.0
1199,DecDec,230010819,5,N,19.1019453,Balla Petra,625113,1030,NO,egészség,31,47.5065185,25967,674724,259901,DINERS,530000,3670 9739 9662 1972,5382376885,M,Egressy Patika,3,3680740682,Young,N,0,0.0
1207,DecDec,230010819,5,N,19.1019453,Balla Petra,625113,1030,NO,egészség,31,47.5065185,21590,674724,259901,DINERS,530000,3670 9739 9662 1972,5382376893,M,Egressy Patika,3,3680740682,Young,N,0,0.0
945,Inact,230011004,1,F,19.1019453,Balogh Olivér,779794,1030,NO,egészség,38,47.5065185,30476,356205,60090,DINERS,140000,8122 7329 7281 8524,5382376631,XL,Egressy Patika,1,3680541377,NoTrans,N,0,0.0
1701,IncInc,230010812,3,F,19.1019453,Fazekas Miklós,187375,1030,S,egészség,74,47.5065185,5343,335153,42300,DINERS,670000,0083 7641 6358 8880,5382377387,M,Egressy Patika,3,3680880199,NoTrans,Y,0,0.0
2131,IncInc,230010812,3,F,19.1019453,Fazekas Miklós,187375,1030,S,egészség,74,47.5065185,21374,335153,42300,JCB,670000,3126 5766 1655 0063,5382377817,M,Egressy Patika,3,3680880199,NoTrans,Y,0,0.0
536,Dec,230011056,2,N,19.1019453,Máté Adél,612593,1030,L,egészség,73,47.5065185,38958,418,181068,VISA,400000,2137 4929 0549 8050,5382376222,XS,Egressy Patika,2,3680380067,NoTrans,Y,2,0.0
903,DecDec,230011102,4,F,19.1019453,Orbán Áron,363028,1030,L,egészség,75,47.5065185,33155,61287,200640,AMEX,580000,9346 2040 2466 1368,5382376589,L,Egressy Patika,2,3680600103,TransCredit,N,3,0.0
1813,IncInc,230010923,1,F,19.1019453,Mezei Milán,569517,1030,S,egészség,71,47.5065185,4017,461207,123851,JCB,570000,0401 9837 4484 5762,5382377499,XL,Egressy Patika,1,3680212374,TransCredit,N,0,0.0
1447,IncInc,230010933,2,N,19.1019453,Márton Adrienn,31765,1030,NO,egészség,55,47.5065185,5247,246987,83559,AMEX,1000000,1477 3181 2204 6176,5382377133,M,Egressy Patika,3,3680226588,Young,N,0,0.0
1181,IncInc,230010933,2,N,19.1019453,Márton Adrienn,31765,1030,NO,egészség,55,47.5065185,24170,246987,83559,MASTERCARD,1000000,5527 9319 3661 6460,5382376867,M,Egressy Patika,3,3680226588,Young,N,0,0.0
1188,IncInc,230010933,2,N,19.1019453,Márton Adrienn,31765,1030,NO,egészség,55,47.5065185,13430,246987,83559,MASTERCARD,1000000,5527 9319 3661 6460,5382376874,M,Egressy Patika,3,3680226588,Young,N,0,0.0
1788,Stab,230010990,5,F,19.1019453,Kiss Bálint,799170,1030,XS,egészség,24,47.5065185,27091,651875,83755,JCB,560000,6302 0544 3691 1873,5382377474,L,Egressy Patika,3,3680871635,TransCredit,N,1,0.0
722,Inact,230010767,3,F,19.1019453,Tóth Martin,947192,1030,XS,egészség,72,47.5065185,18178,665283,69388,MASTERCARD,490000,5924 4889 3906 2546,5382376408,XXL,Egressy Patika,3,3680779528,CreditAct,Y,1,0.0
2120,DecDec,230010895,4,N,19.1019453,Borbély Adél,1008454,1030,XS,egészség,47,47.5065185,4005,597727,319677,JCB,370000,6346 0340 0363 4839,5382377806,S,Egressy Patika,1,3680458235,TransCredit,Y,0,0.0
2068,DecDec,230010895,4,N,19.1019453,Borbély Adél,1008454,1030,XS,egészség,47,47.5065185,23821,597727,319677,AMEX,370000,4290 9338 7715 5732,5382377754,S,Egressy Patika,1,3680458235,TransCredit,Y,0,0.0
792,Inact,230010993,3,N,19.1019453,Borbély Léna,973234,1030,S,egészség,50,47.5065185,36349,590503,116192,DINERS,1110000,7776 3572 9229 0477,5382376478,S,Egressy Patika,1,3680110396,TransCredit,Y,0,0.0
264,IncInc,230010922,1,N,19.1019453,Pataki Réka,212571,1030,XS,egészség,20,47.5065185,35174,596467,199222,VISA,460000,0070 7322 4491 8490,5382375950,L,Egressy Patika,3,3680467424,Young,N,0,0.0
489,Inact,230010950,2,N,19.1019453,Borbély Maja,977628,1030,NO,egészség,70,47.5065185,20253,504388,220671,MASTERCARD,1050000,9988 9565 3534 1521,5382376175,L,Egressy Patika,3,3680111000,NoTrans,N,1,0.0
1098,Inact,230010950,2,N,19.1019453,Borbély Maja,977628,1030,NO,egészség,70,47.5065185,12070,504388,220671,VISA,1050000,0542 4977 8636 4042,5382376784,L,Egressy Patika,3,3680111000,NoTrans,N,1,0.0
886,Inact,230010950,2,N,19.1019453,Borbély Maja,977628,1030,NO,egészség,70,47.5065185,14663,504388,220671,VISA,1050000,0542 4977 8636 4042,5382376572,L,Egressy Patika,3,3680111000,NoTrans,N,1,0.0
1842,DecDec,230011044,4,N,19.1019453,Mészáros Emese,555308,1030,M,egészség,68,47.5065185,17963,150293,112115,JCB,290000,5332 3689 0066 4162,5382377528,M,Egressy Patika,3,3680272436,CreditAct,Y,2,0.0
39,Inact,230010893,5,N,19.1019453,Somogyi Adél,964973,1030,S,egészség,21,47.5065185,12920,620614,151710,MASTERCARD,180000,0424 7327 2735 5137,5382375725,L,Egressy Patika,3,3680414030,Pension,N,0,0.0
1155,Stab,230011033,1,N,19.1019453,Bodnár Emese,237113,1030,M,egészség,43,47.5065185,25557,51740,96913,AMEX,160000,3763 9611 1988 5333,5382376841,XXL,Egressy Patika,1,3680586686,Young,Y,2,0.0
1102,Inact,230010890,1,F,19.1019453,Farkas Máté,428045,1030,NO,egészség,66,47.5065185,28838,293237,72778,AMEX,690000,9228 5963 4149 0819,5382376788,L,Egressy Patika,1,3680492306,CreditAct,Y,0,0.0
135,Stab,230010815,2,N,19.1019453,Mészáros Zoé,494786,1030,XS,egészség,21,47.5065185,35621,228166,282680,VISA,1060000,7412 9725 7165 5007,5382375821,XS,Egressy Patika,2,3680593007,Pension,Y,1,0.0
1112,Stab,230010815,2,N,19.1019453,Mészáros Zoé,494786,1030,XS,egészség,21,47.5065185,10214,228166,282680,VISA,1060000,7412 9725 7165 5007,5382376798,XS,Egressy Patika,2,3680593007,Pension,Y,1,0.0
1437,Inact,230010834,2,F,19.1019453,Novák Gergő,183364,1030,NO,egészség,51,47.5065185,3244,515494,145879,VISA,670000,7173 9649 6713 8322,5382377123,XL,Egressy Patika,1,3680655145,TransCredit,N,0,0.0
2173,Stab,230010980,5,F,19.1019453,Tóth Kristóf,777678,1030,NO,egészség,64,47.5065185,6294,696696,183352,AMEX,140000,8217 9832 6494 2722,5382377859,XS,Egressy Patika,1,3680272575,Pension,Y,0,0.0
2054,Stab,230011101,5,F,19.1019453,Farkas István,942771,1030,XL,egészség,51,47.5065185,5525,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377740,M,Egressy Patika,1,3680241681,TransCredit,N,2,0.0
1259,DecDec,230011063,1,N,19.1019453,Papp Blanka,117688,1030,M,egészség,57,47.5065185,15249,27300,191579,DINERS,300000,9278 2792 1228 3351,5382376945,XXL,Egressy Patika,2,3680503543,TransCredit,N,3,0.0
460,DecDec,230010856,5,F,19.1019453,Váradi Levente,822237,1030,S,egészség,65,47.5065185,22188,742444,92319,AMEX,690000,1036 1956 3046 0756,5382376146,M,Egressy Patika,1,3680598341,CreditAct,Y,1,0.0
1196,Stab,230011040,5,F,19.1019453,Faragó Áron,858983,1030,L,egészség,73,47.5065185,9242,219935,112348,DINERS,900000,3198 4066 9043 8461,5382376882,XL,Egressy Patika,3,3680159834,Young,Y,3,0.0
2244,IncInc,230010955,5,N,19.1019453,Fábián Viktória,290407,1030,XS,egészség,24,47.5065185,32863,453649,235214,VISA,560000,7037 2364 3446 9663,5382377930,XXL,Egressy Patika,2,3680223335,Young,Y,1,0.0
2217,IncInc,230010955,5,N,19.1019453,Fábián Viktória,290407,1030,XS,egészség,24,47.5065185,29219,453649,235214,VISA,560000,7037 2364 3446 9663,5382377903,XXL,Egressy Patika,2,3680223335,Young,Y,1,0.0
60,Inact,230010896,1,F,19.1019453,Sándor Erik,874050,1030,S,egészség,37,47.5065185,14346,377058,167236,MASTERCARD,350000,1977 4045 8499 1539,5382375746,XL,Egressy Patika,1,3680857174,Pension,N,0,0.0
1893,Inact,230010896,1,F,19.1019453,Sándor Erik,874050,1030,S,egészség,37,47.5065185,38218,377058,167236,MASTERCARD,350000,1977 4045 8499 1539,5382377579,XL,Egressy Patika,1,3680857174,Pension,N,0,0.0
2110,Inc,230011013,5,F,19.1019453,Nagy Gábor,928066,1030,NO,egészség,30,47.5065185,3145,736604,91121,VISA,850000,0469 8014 6149 5636,5382377796,M,Egressy Patika,1,3680359519,Pension,Y,1,0.0
1393,IncInc,230010805,1,F,19.1019453,Pintér Rikárdó,409652,1030,NO,egészség,64,47.5065185,12457,694791,257067,MAESTRO,1160000,9719 7170 3265 4794,5382377079,XL,Egressy Patika,2,3680551249,Young,N,0,0.0
48,Stab,230011089,1,N,19.1019453,Nagy Fruzsina,831430,1030,L,egészség,68,47.5065185,21485,12242,101114,VISA,110000,0301 3338 9027 2760,5382375734,XS,Egressy Patika,2,3680844089,Pension,N,2,0.0
1784,IncInc,230011086,1,F,19.1019453,Szilágyi Norbert,600153,1030,L,egészség,31,47.5065185,1153,135335,271404,VISA,110000,3779 5343 6832 4281,5382377470,M,Egressy Patika,1,3680193056,TransCredit,Y,1,1.0
1759,Inc,230010871,5,F,19.1019453,Hegedűs Márk,844516,1030,S,egészség,35,47.5065185,22052,692734,211175,DINERS,190000,7783 5805 5010 9334,5382377445,XXL,Egressy Patika,2,3680123046,Pension,Y,0,0.0
1556,DecDec,230010968,5,F,19.1019453,Szilágyi Ferenc,205487,1030,XS,egészség,69,47.5065185,22644,217661,137108,VISA,170000,3220 1725 9299 2324,5382377242,XXL,Egressy Patika,1,3680813259,CreditAct,Y,1,0.0
889,DecDec,230010968,5,F,19.1019453,Szilágyi Ferenc,205487,1030,XS,egészség,69,47.5065185,10434,217661,137108,VISA,170000,3220 1725 9299 2324,5382376575,XXL,Egressy Patika,1,3680813259,CreditAct,Y,1,0.0
2030,Inc,230010844,1,F,19.1019453,Sipos Hunor,276600,1030,XS,egészség,59,47.5065185,27066,264412,88344,AMEX,330000,8842 4727 2686 5420,5382377716,L,Egressy Patika,1,3680306477,Pension,Y,1,0.0
1118,Inc,230010844,1,F,19.1019453,Sipos Hunor,276600,1030,XS,egészség,59,47.5065185,23072,264412,88344,JCB,330000,6480 1683 1472 7534,5382376804,L,Egressy Patika,1,3680306477,Pension,Y,1,0.0
2297,Inact,230011084,5,N,19.1019453,Barta Flóra,374271,1030,XL,egészség,69,47.5065185,24127,124494,26233,MAESTRO,1060000,1234 1439 2752 1072,5382377983,L,Egressy Patika,2,3680262146,TransCredit,Y,1,1.0
1151,DecDec,230010900,1,F,19.1019453,Antal Csanád,231003,1030,NO,egészség,63,47.5065185,20127,515274,84448,MAESTRO,430000,1513 1417 9635 7541,5382376837,M,Egressy Patika,3,3680508694,NoTrans,N,1,0.0
650,Inc,230011020,3,N,19.1019453,Szilágyi Flóra,645391,1030,XS,egészség,18,47.5065185,12204,591042,67005,MAESTRO,220000,0231 6668 3569 5132,5382376336,XL,Egressy Patika,2,3680354003,NoTrans,Y,0,0.0
1647,Dec,230010713,4,F,19.1019453,Pap Dávid,911345,1030,NO,egészség,38,47.5065185,35917,641557,140355,DINERS,230000,6603 0537 9651 6524,5382377333,L,Egressy Patika,1,3680291312,NoTrans,Y,0,0.0
872,IncInc,230011037,5,F,19.1019453,Csonka Kende,347948,1030,XL,egészség,63,47.5065185,27103,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376558,XL,Egressy Patika,2,3680177004,Pension,Y,3,0.0
543,IncInc,230011037,5,F,19.1019453,Csonka Kende,347948,1030,XL,egészség,63,47.5065185,38066,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376229,XL,Egressy Patika,2,3680177004,Pension,Y,3,1.0
1669,Stab,230010994,2,F,19.1019453,Barta Márton,921760,1030,XS,egészség,54,47.5065185,35280,546599,148617,AMEX,690000,6486 9795 8672 8361,5382377355,L,Egressy Patika,2,3680733237,TransCredit,N,1,0.0
1309,DecDec,230010868,1,F,19.1019453,Bogdán András,472716,1030,NO,egészség,65,47.5065185,24747,476439,178520,AMEX,880000,9387 2321 1016 9550,5382376995,L,Egressy Patika,2,3680717113,NoTrans,Y,1,0.0
1312,DecDec,230010868,1,F,19.1019453,Bogdán András,472716,1030,NO,egészség,65,47.5065185,21896,476439,178520,AMEX,880000,9387 2321 1016 9550,5382376998,L,Egressy Patika,2,3680717113,NoTrans,Y,1,0.0
630,DecDec,230011006,1,F,19.1019453,László Róbert,51034,1030,S,egészség,47,47.5065185,19857,577372,108933,DINERS,760000,4830 6412 1588 9786,5382376316,XXL,Egressy Patika,1,3680119962,Pension,Y,0,0.0
363,Inact,230011051,5,N,19.1019453,Lukács Júlia,847195,1030,XL,egészség,46,47.5065185,33303,200105,261187,JCB,1100000,0394 4732 2091 9798,5382376049,L,Egressy Patika,1,3680744801,Young,Y,1,0.0
365,Inact,230011051,5,N,19.1019453,Lukács Júlia,847195,1030,XL,egészség,46,47.5065185,8978,200105,261187,JCB,1100000,0394 4732 2091 9798,5382376051,L,Egressy Patika,1,3680744801,Young,Y,1,1.0
111,IncInc,230010913,1,N,19.1019453,Sárközi Alíz,804114,1030,NO,egészség,58,47.5065185,22866,590189,181245,MASTERCARD,750000,9526 9666 2353 0965,5382375797,S,Egressy Patika,1,3680514814,CreditAct,Y,0,0.0
1992,Inc,230010752,3,F,19.1019453,Kovács István,895618,1030,S,egészség,56,47.5065185,22040,595478,297913,VISA,1130000,0001 6619 8859 1663,5382377678,XL,Egressy Patika,2,3680401323,Young,Y,0,0.0
2213,DecDec,230011035,5,N,19.1019453,László Viktória,967061,1030,M,egészség,41,47.5065185,39552,275409,180893,JCB,210000,8046 8943 8073 9211,5382377899,L,Egressy Patika,3,3680628172,Pension,N,1,0.0
1939,Inc,230010784,5,F,19.1019453,Veres Zsolt,794611,1030,S,egészség,36,47.5065185,34903,589512,316904,AMEX,710000,6418 5919 6915 0550,5382377625,L,Egressy Patika,3,3680803731,Young,Y,0,0.0
1582,DecDec,230010821,4,F,19.1019453,Orosz Imre,1015404,1030,NO,egészség,67,47.5065185,4234,755748,34215,AMEX,1140000,9290 3621 8387 4563,5382377268,M,Egressy Patika,3,3680285445,TransCredit,N,1,0.0
1262,IncInc,230010717,1,N,19.1019453,Szücs Vanessza,617732,1030,NO,egészség,66,47.5065185,19060,528474,51172,MAESTRO,880000,2570 4596 3164 3237,5382376948,XS,Egressy Patika,2,3680849462,TransCredit,N,0,0.0
1522,Inc,230010953,5,N,19.1019453,Csonka Kincső,532522,1030,S,egészség,44,47.5065185,1418,321255,84612,DINERS,790000,0689 7419 9507 7609,5382377208,M,Egressy Patika,3,3680491895,NoTrans,N,0,0.0
290,Stab,230010734,4,F,19.1019453,Soós Ármin,530597,1030,NO,egészség,56,47.5065185,22905,693041,221771,MASTERCARD,1100000,6312 5554 7982 2609,5382375976,XL,Egressy Patika,3,3680793769,NoTrans,Y,0,0.0
331,DecDec,230010807,3,N,19.1019453,Pap Lara,875606,1030,NO,egészség,32,47.5065185,35432,693370,198754,DINERS,670000,8290 2326 2927 4450,5382376017,L,Egressy Patika,3,3680317963,NoTrans,Y,0,0.0
1475,Stab,230011096,1,N,19.1019453,Papp Veronika,700512,1030,XL,egészség,31,47.5065185,17540,68446,27815,MASTERCARD,1150000,0099 5617 5924 5871,5382377161,M,Egressy Patika,3,3680551118,CreditAct,N,3,1.0
1479,DecDec,230010862,2,F,19.1019453,Vass Roland,937811,1030,NO,egészség,50,47.5065185,15922,654643,186837,VISA,500000,9682 2531 4741 5035,5382377165,XS,Egressy Patika,2,3680732220,Pension,N,1,0.0
823,Dec,230010912,3,F,19.1019453,Szőke Martin,248160,1030,NO,egészség,35,47.5065185,35356,650818,67566,DINERS,160000,9813 3571 6789 1540,5382376509,XL,Egressy Patika,2,3680136666,NoTrans,Y,0,0.0
2009,DecDec,230010975,4,F,19.1019453,Kocsis Marcell,73171,1030,S,egészség,24,47.5065185,1938,312381,214699,VISA,890000,1956 1384 4554 2491,5382377695,XXL,Egressy Patika,2,3680358945,CreditAct,Y,1,0.0
1907,Inc,230010739,2,F,19.1019453,Fodor Hunor,749888,1030,NO,egészség,42,47.5065185,18801,545197,240733,VISA,570000,4928 0865 3188 7461,5382377593,M,Egressy Patika,1,3680202262,Pension,Y,1,0.0
2001,Dec,230010841,2,F,19.0647328,Kocsis Sándor,961840,1011,XS,étterem,47,47.4861163,3393,523018,163702,AMEX,870000,2388 0240 5777 6825,5382377687,XS,Kaltenberg,3,3680362721,Young,N,1,0.0
81,Dec,230010841,2,F,19.0647328,Kocsis Sándor,961840,1011,XS,étterem,47,47.4861163,3207,523018,163702,DINERS,870000,7553 5541 3737 2997,5382375767,XS,Kaltenberg,3,3680362721,Young,N,1,0.0
